species,drainage,stream,community,sample_id,date_sampled,date_processed,measured_by,sex_stage,sl,tl,weight,parasite_visible_externally,infected
guppy,Aripo,Naranjo,KG,503,11/07/2023,11/10/2023,RSM,M,16.67,,0.116,1,1
guppy,Aripo,Naranjo,KG,504,11/07/2023,11/10/2023,MLH,F,17.48,,0.115,0,1
guppy,Aripo,Naranjo,KG,505,11/07/2023,11/10/2023,DLM,F,17.95,,0.125,0,0
guppy,Aripo,Naranjo,KG,506,11/07/2023,11/10/2023,RSM,F,17.55,,0.101,0,1
guppy,Aripo,Naranjo,KG,507,11/07/2023,11/10/2023,IMM,M,14.77,,0.071,0,0
guppy,Aripo,Naranjo,KG,508,11/07/2023,11/10/2023,MLH,F,15.26,,0.07,0,1
guppy,Aripo,Naranjo,KG,509,11/07/2023,11/10/2023,RSM,F,21.7,,0.131,0,1
guppy,Aripo,Naranjo,KG,510,11/07/2023,11/10/2023,DLM,F,26.05,,0.424,0,1
guppy,Aripo,Naranjo,KG,511,11/07/2023,11/10/2023,RSM,F,21.97,,0.228,0,0
guppy,Aripo,Naranjo,KG,512,11/07/2023,11/10/2023,IMM,F,24.32,,0.345,0,1
guppy,Aripo,Naranjo,KG,513,11/07/2023,11/10/2023,DLM,M,16.18,,0.1,1,1
guppy,Aripo,Naranjo,KG,514,11/07/2023,11/10/2023,MLH,F,16.23,,0.087,1,1
guppy,Aripo,Naranjo,KG,515,11/07/2023,11/10/2023,RSM,M,20.07,,0.116,1,1
guppy,Aripo,Naranjo,KG,516,11/07/2023,11/10/2023,DLM,F,12.76,,0.048,0,0
guppy,Aripo,Naranjo,KG,517,11/07/2023,11/10/2023,RSM,M,17.2,,0.095,1,1
guppy,Aripo,Naranjo,KG,518,11/07/2023,11/10/2023,IMM,F,22.48,,0.279,0,1
guppy,Aripo,Naranjo,KG,519,11/07/2023,11/10/2023,DLM,F,18.02,,0.125,0,1
guppy,Aripo,Naranjo,KG,520,11/07/2023,11/10/2023,MLH,F,18.37,,0.122,0,1
guppy,Aripo,Naranjo,KG,521,11/07/2023,11/10/2023,RSM,F,13.38,,0.066,0,1
guppy,Aripo,Naranjo,KG,522,11/07/2023,11/10/2023,DLM,F,15.29,,0.077,0,1
guppy,Aripo,Naranjo,KG,523,11/07/2023,11/10/2023,RSM,M,17.15,,0.108,0,1
guppy,Aripo,Naranjo,KG,524,11/07/2023,11/10/2023,IMM,F,11.87,,0.032,0,0
guppy,Aripo,Naranjo,KG,525,11/07/2023,11/10/2023,DLM,M,17.05,,0.086,1,1
guppy,Aripo,Naranjo,KG,526,11/07/2023,11/10/2023,MLH,F,25.87,,0.271,0,1
guppy,Aripo,Naranjo,KG,527,11/07/2023,11/10/2023,RSM,F,34.8,,0.748,0,1
guppy,Aripo,Naranjo,KG,528,11/07/2023,11/10/2023,DLM,F,23.91,,0.281,0,1
guppy,Aripo,Naranjo,KG,529,11/07/2023,11/10/2023,RSM,F,23.06,,0.225,0,1
guppy,Aripo,Naranjo,KG,530,11/07/2023,11/10/2023,IMM,F,26.79,,0.42,0,1
guppy,Aripo,Naranjo,KG,531,11/07/2023,11/10/2023,DLM,F,19.77,,0.147,0,1
guppy,Aripo,Naranjo,KG,532,11/07/2023,11/10/2023,RSM,F,20.08,,0.161,1,1
guppy,Aripo,Naranjo,KG,533,11/07/2023,11/10/2023,DLM,M,17.69,,0.126,1,1
guppy,Aripo,Naranjo,KG,534,11/07/2023,11/10/2023,MLH,F,13.83,,0.057,0,0
guppy,Aripo,Naranjo,KG,535,11/07/2023,11/10/2023,IMM,M,16.69,,0.102,0,0
guppy,Aripo,Naranjo,KG,536,11/07/2023,11/10/2023,DLM,F,15.3,,0.067,0,0
guppy,Aripo,Naranjo,KG,537,11/07/2023,11/10/2023,RSM,F,9.3,,0.021,0,0
guppy,Aripo,Naranjo,KG,538,11/07/2023,11/10/2023,DLM,I,10.79,,0.025,0,1
killifish,Aripo,Endler,KO,365,11/08/2023,11/09/2023,RSM,I,11.62,13.6,0.029,0,0
killifish,Aripo,Endler,KO,366,11/08/2023,11/09/2023,MLH,F,41.65,49.57,0.962,0,0
killifish,Aripo,Endler,KO,367,11/08/2023,11/09/2023,DLM,M,40.93,46.64,0.885,1,1
killifish,Aripo,Endler,KO,368,11/08/2023,11/09/2023,RSM,F,43.02,50.32,1.099,1,1
killifish,Aripo,Endler,KO,369,11/08/2023,11/09/2023,DLM,I,32.15,37.76,0.439,1,1
killifish,Aripo,Endler,KO,370,11/08/2023,11/09/2023,MLH,M,42.65,50.67,1.021,0,1
killifish,Aripo,Endler,KO,371,11/08/2023,11/09/2023,RSM,F,39.63,46.57,0.919,0,1
killifish,Aripo,Endler,KO,372,11/08/2023,11/09/2023,DLM,F,35.19,43.31,0.682,0,1
killifish,Aripo,Endler,KO,373,11/08/2023,11/09/2023,RSM,I,15.1,16.62,0.045,0,0
killifish,Aripo,Endler,KO,374,11/08/2023,11/09/2023,DLM,F,53.56,62.13,2.339,0,1
killifish,Aripo,Endler,KO,375,11/08/2023,11/09/2023,MLH,M,55.08,63.09,2.457,0,0
killifish,Aripo,Endler,KO,376,11/08/2023,11/09/2023,RSM,I,19.43,22.74,0.102,0,1
killifish,Aripo,Endler,KO,377,11/08/2023,11/09/2023,DLM,I,20.97,24.91,0.143,1,1
killifish,Aripo,Endler,KO,378,11/08/2023,11/09/2023,RSM,I,18.76,22.36,0.087,0,0
killifish,Aripo,Endler,KO,379,11/08/2023,11/09/2023,MLH,I,19.38,23.39,0.103,0,0
killifish,Aripo,Endler,KO,380,11/08/2023,11/09/2023,RSM,I,15.5,17.32,0.045,1,1
killifish,Aripo,Endler,KO,381,11/08/2023,11/09/2023,DLM,M,41.26,50.31,0.98,1,1
killifish,Aripo,Endler,KO,382,11/08/2023,11/09/2023,MLH,M,32.33,39.68,0.525,0,0
killifish,Aripo,Endler,KO,383,11/08/2023,11/09/2023,DLM,F,38.54,46.8,0.769,1,1
killifish,Aripo,Endler,KO,384,11/08/2023,11/09/2023,RSM,F,31.87,36.98,0.46,1,1
killifish,Aripo,Endler,KO,385,11/08/2023,11/09/2023,MLH,I,22.45,27.49,0.163,0,1
killifish,Aripo,Endler,KO,386,11/08/2023,11/09/2023,DLM,I,30.62,37.26,0.419,1,1
killifish,Aripo,Endler,KO,387,11/08/2023,11/09/2023,RSM,I,29.2,33.65,0.32,1,1
killifish,Aripo,Endler,KO,388,11/08/2023,11/09/2023,DLM,F,37.76,46.43,0.869,1,1
killifish,Aripo,Endler,KO,389,11/08/2023,11/09/2023,RSM,F,37.97,44.2,0.769,0,1
killifish,Aripo,Endler,KO,390,11/08/2023,11/09/2023,MLH,I,22.85,27.53,0.173,0,1
killifish,Aripo,Endler,KO,391,11/08/2023,11/09/2023,RSM,I,25.33,29.15,0.194,0,0
killifish,Aripo,Endler,KO,392,11/08/2023,11/09/2023,DLM,I,29.07,33.83,0.311,0,1
killifish,Aripo,Endler,KO,394,11/08/2023,11/09/2023,MLH,F,36.3,43.6,0.847,1,1
killifish,Aripo,Endler,KO,395,11/08/2023,11/09/2023,RSM,F,39.24,46.56,0.843,0,0
killifish,Aripo,Endler,KO,396,11/08/2023,11/09/2023,DLM,M,41.51,48.52,1.005,1,1
killifish,Aripo,Endler,KO,397,11/08/2023,11/09/2023,DLM,M,47.36,55.69,1.618,0,1
killifish,Aripo,Endler,KO,398,11/08/2023,11/09/2023,MLH,M,35.14,44.46,0.775,0,1
killifish,Aripo,Endler,KO,399,11/08/2023,11/09/2023,RSM,F,39.89,46.62,1.064,1,1
killifish,Aripo,Endler,KO,400,11/08/2023,11/09/2023,RSM,M,38.74,45.29,0.821,0,1
killifish,Aripo,Endler,KO,401,11/08/2023,11/09/2023,DLM,F,48.64,56.28,1.449,0,0
killifish,Aripo,Endler,KO,402,11/08/2023,11/09/2023,MLH,M,41.74,50.09,1.065,1,1
killifish,Aripo,Endler,KO,403,11/08/2023,11/09/2023,RSM,M,58.41,69.03,2.929,0,0
killifish,Aripo,Endler,KO,404,11/08/2023,11/09/2023,DLM,F,55.15,67.71,2.504,0,1
killifish,Aripo,Endler,KO,405,11/08/2023,11/09/2023,RSM,M,60.42,71.51,3.055,0,0
killifish,Aripo,Endler,KO,406,11/08/2023,11/09/2023,MLH,F,51.97,61.2,2.015,0,1
killifish,Aripo,Endler,KO,407,11/08/2023,11/09/2023,DLM,F,56.3,64.67,2.168,1,1
killifish,Aripo,Endler,KO,408,11/08/2023,11/09/2023,RSM,F,45.6,53.29,1.315,1,1
killifish,Aripo,Endler,KO,409,11/08/2023,11/09/2023,DLM,M,50.05,59.38,1.895,1,1
killifish,Aripo,Endler,KO,410,11/08/2023,11/09/2023,MLH,F,73.09,85.6,5.697,0,0
killifish,Aripo,Endler,KO,411,11/08/2023,11/09/2023,RSM,F,66.01,75.22,3.97,0,0
killifish,Aripo,Endler,KG,412,11/08/2023,11/09/2023,RSM,I,32.46,38.81,0.464,1,1
killifish,Aripo,Endler,KG,413,11/08/2023,11/09/2023,IMM,M,36.31,43.1,0.769,0,1
killifish,Aripo,Endler,KG,414,11/08/2023,11/09/2023,MLH,F,33.81,39.99,0.456,1,1
killifish,Aripo,Endler,KG,415,11/08/2023,11/09/2023,RSM,F,44.01,52.19,1.229,0,0
killifish,Aripo,Endler,KG,416,11/08/2023,11/09/2023,IMM,M,33.17,39.71,0.534,0,1
killifish,Aripo,Endler,KG,417,11/08/2023,11/09/2023,RSM,F,41.72,49.07,1.084,0,1
killifish,Aripo,Endler,KG,418,11/08/2023,11/09/2023,MLH,M,39.26,46.83,0.829,1,1
killifish,Aripo,Endler,KG,419,11/08/2023,11/09/2023,RSM,M,43.28,50.36,1.129,0,0
killifish,Aripo,Endler,KG,420,11/08/2023,11/09/2023,IMM,M,41.97,49.83,1.134,0,1
killifish,Aripo,Endler,KG,421,11/08/2023,11/09/2023,MLH,F,38.35,45.65,0.75,0,0
killifish,Aripo,Endler,KG,422,11/08/2023,11/09/2023,RSM,I,27.92,30.82,0.339,1,1
killifish,Aripo,Endler,KG,423,11/08/2023,11/09/2023,RSM,I,22.92,28.41,0.201,1,1
killifish,Aripo,Endler,KG,424,11/08/2023,11/09/2023,IMM,I,18.42,23.9,0.118,0,0
killifish,Aripo,Endler,KG,425,11/08/2023,11/09/2023,MLH,I,21.39,26.43,0.132,0,0
killifish,Aripo,Endler,KG,426,11/08/2023,11/09/2023,RSM,I,28.72,33.28,0.323,0,1
killifish,Aripo,Endler,KG,427,11/08/2023,11/09/2023,IMM,M,39.22,47.22,0.958,0,0
killifish,Aripo,Endler,KG,428,11/08/2023,11/09/2023,RSM,M,35.3,43.86,0.802,0,0
killifish,Aripo,Endler,KG,429,11/08/2023,11/09/2023,MLH,M,40.19,49.13,0.989,0,1
killifish,Aripo,Endler,KG,430,11/08/2023,11/09/2023,RSM,M,57.88,68.72,3.331,0,0
killifish,Aripo,Endler,KG,431,11/08/2023,11/09/2023,IMM,M,49.54,56.82,1.769,0,1
killifish,Aripo,Endler,KG,432,11/08/2023,11/09/2023,MLH,F,49.27,58.78,1.67,0,1
killifish,Aripo,Endler,KG,433,11/08/2023,11/09/2023,RSM,M,35.92,44.36,0.78,0,1
killifish,Aripo,Endler,KG,434,11/08/2023,11/09/2023,IMM,F,50.18,57.5,1.693,0,0
killifish,Aripo,Endler,KG,435,11/08/2023,11/09/2023,RSM,F,33.95,40.9,0.717,1,1
killifish,Aripo,Endler,KG,436,11/08/2023,11/09/2023,RSM,M,40.71,49.69,0.8,1,1
killifish,Aripo,Endler,KG,437,11/08/2023,11/09/2023,IMM,F,30.42,33.99,0.356,1,1
killifish,Aripo,Endler,KG,438,11/08/2023,11/09/2023,MLH,F,56.82,67.4,2.514,1,1
killifish,Aripo,Endler,KG,439,11/08/2023,11/09/2023,RSM,F,63.43,74.25,4.18,0,0
killifish,Aripo,Endler,KG,440,11/08/2023,11/09/2023,IMM,M,62.12,69.48,3.076,0,0
killifish,Aripo,Endler,KG,441,11/08/2023,11/09/2023,IMM,F,52.81,59.86,1.966,0,0
killifish,Aripo,Endler,KG,442,11/08/2023,11/09/2023,RSM,F,66.53,76.23,4.631,1,1
killifish,Aripo,Endler,KG,443,11/08/2023,11/09/2023,MLH,M,49.54,60.47,1.899,0,1
killifish,Aripo,Endler,KG,444,11/08/2023,11/09/2023,RSM,F,68.46,76.61,4.429,0,0
killifish,Aripo,Endler,KG,445,11/08/2023,11/09/2023,MLH,M,41.51,48.9,1.004,0,0
killifish,Aripo,Endler,KG,446,11/08/2023,11/09/2023,IMM,M,41.1,47.54,0.975,0,0
killifish,Aripo,Endler,KG,447,11/08/2023,11/09/2023,RSM,M,31.12,40.41,0.584,0,1
killifish,Aripo,Endler,KG,448,11/08/2023,11/09/2023,RSM,F,44.96,50.64,1.218,0,0
killifish,Aripo,Endler,KG,449,11/08/2023,11/09/2023,MLH,M,40.16,47.97,1.03,1,1
killifish,Aripo,Endler,KG,450,11/08/2023,11/09/2023,IMM,F,45.38,50.84,1.192,1,1
killifish,Aripo,Endler,KG,451,11/08/2023,11/09/2023,RSM,F,40.43,45.21,0.921,0,0
killifish,Aripo,Endler,KG,452,11/08/2023,11/09/2023,MLH,M,38.77,49.06,0.983,0,1
killifish,Aripo,Endler,KG,453,11/08/2023,11/09/2023,RSM,F,47.53,54.97,1.703,0,1
killifish,Aripo,Endler,KG,454,11/08/2023,11/09/2023,RSM,M,43.62,48.21,0.974,1,1
killifish,Aripo,Endler,KG,455,11/08/2023,11/09/2023,MLH,I,30.52,37.71,0.351,0,1
killifish,Aripo,Endler,KG,456,11/08/2023,11/09/2023,IMM,M,35.06,41.78,0.674,1,1
killifish,Aripo,Endler,KG,457,11/08/2023,11/09/2023,RSM,F,39.15,45.67,0.91,0,1
killifish,Aripo,Endler,KG,458,11/08/2023,11/09/2023,IMM,M,32.34,38.6,0.502,0,0
killifish,Aripo,Endler,KG,459,11/08/2023,11/09/2023,MLH,F,32.1,34.89,0.45,0,1
killifish,Aripo,Endler,KG,460,11/08/2023,11/09/2023,RSM,M,32.58,41.51,0.624,0,1
killifish,Aripo,Endler,KG,461,11/08/2023,11/09/2023,IMM,I,31.32,36.39,0.402,0,1
killifish,Aripo,Endler,KG,462,11/08/2023,11/09/2023,RSM,I,20.71,24.73,0.135,0,1
killifish,Aripo,Endler,KG,463,11/08/2023,11/09/2023,RSM,I,20.24,23.97,0.113,0,1
killifish,Aripo,Endler,KG,464,11/08/2023,11/09/2023,IMM,I,15.99,20.77,0.074,0,1
guppy,Aripo,Endler,KG,539,11/08/2023,11/10/2023,DLM,M,16.02,,0.08,1,1
guppy,Aripo,Endler,KG,540,11/08/2023,11/10/2023,MLH,F,21.86,,0.192,0,0
guppy,Aripo,Endler,KG,541,11/08/2023,11/10/2023,IMM,M,17.01,,0.097,1,1
guppy,Aripo,Endler,KG,542,11/08/2023,11/10/2023,RSM,F,33.11,,0.563,0,0
guppy,Aripo,Endler,KG,543,11/08/2023,11/10/2023,RSM,F,33.34,,0.64,0,1
guppy,Aripo,Endler,KG,544,11/08/2023,11/10/2023,DLM,F,20.83,,0.209,0,1
guppy,Aripo,Endler,KG,545,11/08/2023,11/10/2023,IMM,F,21.65,,0.207,0,0
guppy,Aripo,Endler,KG,546,11/08/2023,11/10/2023,RSM,F,21.14,,0.203,0,1
guppy,Aripo,Endler,KG,547,11/08/2023,11/10/2023,MLH,M,16.65,,0.107,1,1
guppy,Aripo,Endler,KG,548,11/08/2023,11/10/2023,DLM,F,18.72,,0.134,0,1
guppy,Aripo,Endler,KG,549,11/08/2023,11/10/2023,RSM,F,18.28,,0.103,0,0
guppy,Aripo,Endler,KG,550,11/08/2023,11/10/2023,IMM,F,26.83,,0.466,0,1
guppy,Aripo,Endler,KG,551,11/08/2023,11/10/2023,DLM,M,18.35,,0.123,0,0
guppy,Aripo,Endler,KG,552,11/08/2023,11/10/2023,RSM,M,18.32,,0.11,0,0
guppy,Aripo,Endler,KG,553,11/08/2023,11/10/2023,MLH,F,25.54,,0.345,0,1
guppy,Aripo,Endler,KG,554,11/08/2023,11/10/2023,RSM,M,18.87,,0.111,0,0
guppy,Aripo,Endler,KG,555,11/08/2023,11/10/2023,DLM,F,16.77,,0.108,0,0
guppy,Aripo,Endler,KG,556,11/08/2023,11/10/2023,RSM,F,20.25,,0.162,0,1
guppy,Aripo,Endler,KG,557,11/08/2023,11/10/2023,DLM,F,19.7,,0.19,0,0
guppy,Aripo,Endler,KG,558,11/08/2023,11/10/2023,IMM,F,18.24,,0.107,0,1
guppy,Aripo,Endler,KG,559,11/08/2023,11/10/2023,RSM,F,27.66,,0.369,0,1
guppy,Aripo,Endler,KG,560,11/08/2023,11/10/2023,MLH,F,20.51,,0.173,0,0
guppy,Aripo,Endler,KG,561,11/08/2023,11/10/2023,DLM,F,12.95,,0.042,0,0
guppy,Aripo,Endler,KG,562,11/08/2023,11/10/2023,RSM,F,22.38,,0.151,0,0
guppy,Aripo,Endler,KG,563,11/08/2023,11/10/2023,IMM,F,22.53,,0.226,0,0
guppy,Aripo,Endler,KG,564,11/08/2023,11/10/2023,RSM,F,21.69,,0.166,0,0
guppy,Aripo,Endler,KG,565,11/08/2023,11/10/2023,DLM,F,25.63,,0.36,0,1
guppy,Aripo,Endler,KG,566,11/08/2023,11/10/2023,MLH,F,27.86,,0.492,0,0
guppy,Aripo,Endler,KG,567,11/08/2023,11/10/2023,RSM,M,17.81,,0.103,0,0
guppy,Aripo,Endler,KG,568,11/08/2023,11/10/2023,DLM,F,23.65,,0.247,0,1
guppy,Aripo,Endler,KG,569,11/08/2023,11/10/2023,RSM,F,25.14,,0.245,0,0
guppy,Aripo,Endler,KG,570,11/08/2023,11/10/2023,IMM,F,21.16,,0.204,0,0
guppy,Aripo,Endler,KG,571,11/08/2023,11/10/2023,DLM,F,20.28,,0.181,0,1
guppy,Aripo,Endler,KG,572,11/08/2023,11/10/2023,RSM,F,20.89,,0.182,0,0
guppy,Aripo,Endler,KG,573,11/08/2023,11/10/2023,DLM,,16.52,,0.089,0,0
guppy,Aripo,Endler,KG,574,11/08/2023,11/10/2023,RSM,F,19.62,,0.125,0,0
guppy,Aripo,Endler,KG,575,11/08/2023,11/10/2023,MLH,M,16.13,,0.089,0,0
guppy,Aripo,Endler,KG,576,11/08/2023,11/10/2023,DLM,F,19.68,,0.146,0,0
guppy,Aripo,Endler,KG,577,11/08/2023,11/10/2023,IMM,M,16.17,,0.086,0,0
guppy,Aripo,Endler,KG,578,11/08/2023,11/10/2023,RSM,M,16.75,,0.072,0,0
killifish,Guanapo,El Cedro,KO,904,12/30/2023,12/31/2023,MLH,F,61.24,69.11,3.308,,0
killifish,Guanapo,El Cedro,KO,905,12/30/2023,12/31/2023,RSM,M,60,69.36,3.154,,0
killifish,Guanapo,El Cedro,KO,906,12/30/2023,12/31/2023,MLH,F,41.52,48.79,0.918,,1
killifish,Guanapo,El Cedro,KO,907,12/30/2023,12/31/2023,RSM,M,53.91,64.93,2.741,,0
killifish,Guanapo,El Cedro,KO,908,12/30/2023,12/31/2023,RSM,F,48.31,55.85,1.712,,0
killifish,Guanapo,El Cedro,KO,909,12/30/2023,12/31/2023,MLH,M,59.15,67.39,2.889,,1
killifish,Guanapo,El Cedro,KO,910,12/30/2023,12/31/2023,RSM,M,43.67,52.27,1.278,,0
killifish,Guanapo,El Cedro,KO,911,12/30/2023,12/31/2023,RSM,F,58.17,73.78,4.081,,0
killifish,Guanapo,El Cedro,KO,912,12/30/2023,12/31/2023,MLH,F,30.1,35.04,0.347,,1
killifish,Guanapo,El Cedro,KO,913,12/30/2023,12/31/2023,RSM,F,30.87,37.19,0.482,,0
killifish,Guanapo,El Cedro,KO,914,12/30/2023,12/31/2023,RSM,I,28.65,33.34,0.385,,0
killifish,Guanapo,El Cedro,KO,915,12/30/2023,12/31/2023,MLH,F,53.17,60.93,2.107,,0
killifish,Guanapo,El Cedro,KO,916,12/30/2023,12/31/2023,RSM,M,35.43,40.17,0.695,,0
killifish,Guanapo,El Cedro,KO,917,12/30/2023,12/31/2023,MLH,F,25.04,31.31,0.318,,1
killifish,Guanapo,El Cedro,KO,918,12/30/2023,12/31/2023,RSM,M,29.06,31.84,0.304,,0
killifish,Guanapo,El Cedro,KO,919,12/30/2023,12/31/2023,MLH,I,22.1,25.63,0.157,,1
killifish,Guanapo,El Cedro,KO,920,12/30/2023,12/31/2023,RSM,F,75.05,84.61,6.345,,0
killifish,Guanapo,El Cedro,KO,921,12/30/2023,12/31/2023,MLH,F,47.93,54.84,1.542,,0
killifish,Guanapo,El Cedro,KO,922,12/30/2023,12/31/2023,RSM,M,45.45,49.96,1.408,,0
killifish,Guanapo,El Cedro,KO,923,12/30/2023,12/31/2023,RSM,M,48.76,57.02,2.342,,0
killifish,Guanapo,El Cedro,KO,924,12/30/2023,12/31/2023,MLH,I,68.24,76.99,4.858,,0
killifish,Guanapo,El Cedro,KO,925,12/30/2023,12/31/2023,RSM,F,68.19,73.8,4.416,,1
killifish,Guanapo,El Cedro,KO,926,12/30/2023,12/31/2023,RSM,F,46.11,54.77,1.62,,1
killifish,Guanapo,El Cedro,KO,927,12/30/2023,12/31/2023,RSM,,30.81,37.78,0.615,,0
killifish,Guanapo,El Cedro,KO,928,12/30/2023,12/31/2023,MLH,F,32.38,38.5,0.492,,1
killifish,Guanapo,El Cedro,KO,929,12/30/2023,12/31/2023,MLH,F,41.89,47.68,0.984,,1
killifish,Guanapo,El Cedro,KO,930,12/30/2023,12/31/2023,RSM,F,37.77,44.71,0.83,,0
killifish,Guanapo,El Cedro,KO,931,12/30/2023,12/31/2023,RSM,M,36.86,40.38,0.772,,1
killifish,Guanapo,El Cedro,KO,932,12/30/2023,12/31/2023,MLH,M,35.76,44.17,0.729,,1
killifish,Guanapo,El Cedro,KO,933,12/30/2023,12/31/2023,MLH,M,34.83,40.81,0.593,,1
killifish,Guanapo,El Cedro,KO,934,12/30/2023,12/31/2023,RSM,I,16.84,19.07,0.09,,1
killifish,Guanapo,El Cedro,KO,935,12/30/2023,12/31/2023,MLH,I,22.62,27.61,0.202,,1
killifish,Guanapo,El Cedro,KO,936,12/30/2023,12/31/2023,RSM,I,14.43,20.9,0.108,,0
killifish,Guanapo,El Cedro,KO,937,12/30/2023,12/31/2023,MLH,F,48.97,56.33,1.625,,1
killifish,Guanapo,El Cedro,KO,938,12/30/2023,12/31/2023,RSM,F,49.11,56.3,1.858,,0
killifish,Guanapo,El Cedro,KO,939,12/30/2023,12/31/2023,MLH,M,35.21,41.81,0.649,,1
killifish,Guanapo,El Cedro,KO,940,12/30/2023,12/31/2023,MLH,F,56.76,66.02,2.857,,1
killifish,Guanapo,El Cedro,KO,941,12/30/2023,12/31/2023,RSM,M,36.41,43.03,0.79,,0
killifish,Guanapo,El Cedro,KO,942,12/30/2023,12/31/2023,RSM,M,38.41,47.69,1.046,,1
killifish,Guanapo,El Cedro,KO,943,12/30/2023,12/31/2023,MLH,M,45.19,52.04,1.373,,0
killifish,Guanapo,El Cedro,KO,944,12/30/2023,12/31/2023,RSM,F,39.32,44.9,0.841,,0
guppy,Guanapo,El Cedro,KG,945,12/30/2023,12/31/2023,DLM,F,18.59,,0.116,,1
guppy,Guanapo,El Cedro,KG,946,12/30/2023,12/31/2023,RSM,M,14.02,,0.071,,1
guppy,Guanapo,El Cedro,KG,947,12/30/2023,12/31/2023,RSM,F,14.92,,0.103,,1
guppy,Guanapo,El Cedro,KG,948,12/30/2023,12/31/2023,DLM,M,15.93,,0.081,,0
guppy,Guanapo,El Cedro,KG,949,12/30/2023,12/31/2023,DLM,F,24.97,,0.395,,0
guppy,Guanapo,El Cedro,KG,950,12/30/2023,12/31/2023,RSM,M,17.63,,0.097,,1
guppy,Guanapo,El Cedro,KG,951,12/30/2023,12/31/2023,RSM,F,17.22,,0.13,,1
guppy,Guanapo,El Cedro,KG,952,12/30/2023,12/31/2023,DLM,F,16.92,,0.096,,0
guppy,Guanapo,El Cedro,KG,953,12/30/2023,12/31/2023,RSM,M,17.34,,0.113,,1
guppy,Guanapo,El Cedro,KG,954,12/30/2023,12/31/2023,DLM,F,19.48,,0.135,,0
guppy,Guanapo,El Cedro,KG,955,12/30/2023,12/31/2023,DLM,M,17.28,,0.119,,0
guppy,Guanapo,El Cedro,KG,956,12/30/2023,12/31/2023,RSM,F,14.01,,0.064,,1
guppy,Guanapo,El Cedro,KG,957,12/30/2023,12/31/2023,RSM,M,16.62,,0.1,,0
guppy,Guanapo,El Cedro,KG,958,12/30/2023,12/31/2023,DLM,F,20.71,,0.187,,1
guppy,Guanapo,El Cedro,KG,960,12/30/2023,12/31/2023,DLM,F,18.28,,0.141,,1
guppy,Guanapo,El Cedro,KG,959,12/30/2023,12/31/2023,RSM,F,19.21,,0.155,,1
guppy,Guanapo,El Cedro,KG,961,12/30/2023,12/31/2023,RSM,F,18.14,,0.178,,1
guppy,Guanapo,El Cedro,KG,962,12/30/2023,12/31/2023,DLM,F,23.95,,0.24,,1
guppy,Guanapo,El Cedro,KG,963,12/30/2023,12/31/2023,RSM,F,16.72,,0.089,,0
guppy,Guanapo,El Cedro,KG,964,12/30/2023,12/31/2023,RSM,F,29.62,,0.631,,1
guppy,Guanapo,El Cedro,KG,965,12/30/2023,12/31/2023,DLM,F,13.81,,0.058,,1
guppy,Guanapo,El Cedro,KG,966,12/30/2023,12/31/2023,RSM,M,18.18,,0.096,,0
guppy,Guanapo,El Cedro,KG,967,12/30/2023,12/31/2023,DLM,F,20.93,,0.189,,1
guppy,Guanapo,El Cedro,KG,968,12/30/2023,12/31/2023,RSM,F,23.02,,0.308,,0
guppy,Guanapo,El Cedro,KG,969,12/30/2023,12/31/2023,DLM,F,16.7,,0.098,,0
guppy,Guanapo,El Cedro,KG,970,12/30/2023,12/31/2023,RSM,M,15.8,,0.082,,0
guppy,Guanapo,El Cedro,KG,971,12/30/2023,12/31/2023,DLM,M,17.38,,0.118,,0
guppy,Guanapo,El Cedro,KG,972,12/30/2023,12/31/2023,RSM,M,16.66,,0.096,,0
guppy,Guanapo,El Cedro,KG,973,12/30/2023,12/31/2023,DLM,F,16.56,,0.115,,0
guppy,Guanapo,El Cedro,KG,974,12/30/2023,12/31/2023,RSM,F,24.89,,0.305,,0
guppy,Guanapo,El Cedro,KG,975,12/30/2023,12/31/2023,DLM,F,19.66,,0.151,,1
guppy,Guanapo,El Cedro,KG,976,12/30/2023,12/31/2023,RSM,M,16.03,,0.113,,0
guppy,Guanapo,El Cedro,KG,977,12/30/2023,12/31/2023,RSM,F,29.08,,0.232,,0
guppy,Guanapo,El Cedro,KG,978,12/30/2023,12/31/2023,DLM,F,23.73,,0.239,,1
guppy,Guanapo,El Cedro,KG,979,12/30/2023,12/31/2023,RSM,M,12.74,,0.075,,0
guppy,Guanapo,El Cedro,KG,980,12/30/2023,12/31/2023,DLM,M,16.71,,0.071,,1
guppy,Guanapo,El Cedro,KG,981,12/30/2023,12/31/2023,RSM,F,25.33,,0.28,,1
guppy,Guanapo,El Cedro,KG,982,12/30/2023,12/31/2023,DLM,F,23.18,,0.204,,1
guppy,Guanapo,El Cedro,KG,983,12/30/2023,12/31/2023,RSM,F,17.21,,0.097,,1
guppy,Guanapo,El Cedro,KG,984,12/30/2023,12/31/2023,DLM,F,20.45,,0.202,,1
killifish,Guanapo,El Cedro,KG,985,12/30/2023,12/31/2023,RSM,F,86.84,95.43,9.521,,1
killifish,Guanapo,El Cedro,KG,986,12/30/2023,12/31/2023,MLH,,78.74,98.68,7.541,,1
killifish,Guanapo,El Cedro,KG,987,12/30/2023,12/31/2023,RSM,M,41.65,48.37,1.076,,0
killifish,Guanapo,El Cedro,KG,988,12/30/2023,12/31/2023,MLH,F,43.11,50.72,1.233,,1
