"X","individual_id","sampling","FishID","marker","old_mark","dna","ID","capture_date","processing_date","location","tank","sex_stage","SL","TL","measured_by","picture_label","picture_type","weight","Dead","comments","release_date","sampling_id","status","stream","sex","sampling.year","sampling.month","sampling.day","Habitat","upstream","downstream","distance","parasite","lead.sampling","lead.TL","lead.weight","lead.maturity","lead.capture.date","growth.TL","growth.mass","growth.days","months.until.recapture"
24135,11002,86,"TY-1B4R7O",NA,NA,0,26831,2015-04-10,NA,"I-P-16.5",NA,"F",NA,77,NA,NA,0,5.156,0,"REDO B1, R4-orig.id:T1053",NA,86,1,"TY","F",8,4,10,"I",NA,NA,NA,0,87,78.5,5.184,"F","2015-05-19",1.5,0.0280000000000005,39,1
24136,11002,87,"TY-1B4R7O",NA,NA,0,28136,2015-05-19,NA,"I-P-16",NA,"F",NA,78.5,NA,NA,0,5.184,0,"#",NA,87,1,"TY","F",8,5,19,"I",NA,NA,NA,0,88,79,5.165,"F","2015-06-10",0.5,-0.0190000000000001,22,1
24137,11002,88,"TY-1B4R7O",NA,NA,0,29469,2015-06-10,NA,"I-P-19",NA,"F",NA,79,NA,NA,0,5.165,0,"#",NA,88,1,"TY","F",8,6,10,"I",NA,NA,NA,0,98,74.5,3.67,"F","2016-04-23",-4.5,-1.495,318,10
24138,11002,98,"TY-1B4R7O",NA,NA,0,32244,2016-04-23,NA,"I-P-17",NA,"F",NA,74.5,NA,NA,0,3.67,0,"caud wear-orig.id:T1053",NA,98,1,"TY","F",9,4,23,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24139,11003,86,"TY-4B5B7O",NA,NA,0,26666,2015-04-09,NA,"C-P-181",NA,"M",NA,76.5,NA,NA,0,4.452,0,"STOUT. REFRESH ALL-orig.id:T1123",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,88,77,4.271,"M","2015-06-09",0.5,-0.181,61,2
24140,11003,88,"TY-4B5B7O",NA,NA,0,29275,2015-06-09,NA,"C-P-181.4",NA,"M",NA,77,NA,NA,0,4.271,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,75,4.206,"M","2015-07-10",-2,-0.0649999999999995,31,1
24141,11003,89,"TY-4B5B7O",NA,NA,0,30622,2015-07-10,NA,"C-P-179",NA,"M",NA,75,NA,NA,0,4.206,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24142,11004,87,"TY-1R6O8O",NA,NA,0,28137,2015-05-19,NA,"I-P-49",NA,"F",NA,67,NA,NA,0,3.113,0,"#",NA,87,1,"TY","F",8,5,19,"I",NA,NA,NA,0,88,68,2.806,"F","2015-06-10",1,-0.307,22,1
24143,11004,88,"TY-1R6O8O",NA,NA,0,29470,2015-06-10,NA,"I-SP-51",NA,"F",NA,68,NA,NA,0,2.806,0,"REDO R1-orig.id:T1145",NA,88,1,"TY","F",8,6,10,"I",NA,NA,NA,0,89,67,2.505,"F","2015-07-12",-1,-0.301,32,1
24144,11004,89,"TY-1R6O8O",NA,NA,0,30777,2015-07-12,NA,"I-P-48.1",NA,"F",NA,67,NA,NA,0,2.505,0,"OLD, SKINNY-orig.id:T1145",NA,89,1,"TY","F",8,7,12,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24145,11005,88,"TY-2Y6B8O",NA,NA,0,29276,2015-06-09,NA,"C-P-169.7",NA,"M",NA,73.5,NA,NA,0,4.053,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,72.5,3.775,"M","2015-07-10",-1,-0.278,31,1
24146,11005,89,"TY-2Y6B8O",NA,NA,0,30623,2015-07-10,NA,"C-P-167.8",NA,"M",NA,72.5,NA,NA,0,3.775,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,99,70,3.324,"M","2016-05-22",-2.5,-0.451,317,10
24147,11005,99,"TY-2Y6B8O",NA,NA,0,34600,2016-05-22,NA,"C-P-173",NA,"M",NA,70,NA,NA,0,3.324,0,"#",NA,99,1,"TY","M",9,5,22,"C",NA,NA,NA,0,100,70,3.22,"M","2016-06-23",0,-0.104,32,1
24148,11005,100,"TY-2Y6B8O",NA,NA,0,37352,2016-06-23,NA,"C-P-170",NA,"M",NA,70,NA,NA,0,3.22,0,"#",NA,100,1,"TY","M",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24149,11006,86,"TY-1O3R7Y",NA,NA,0,26667,2015-04-09,NA,"C-P-164",NA,"F",NA,73,NA,NA,0,4.042,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,73.5,4.044,"F","2015-05-17",0.5,0.00199999999999978,38,1
24150,11006,87,"TY-1O3R7Y",NA,NA,0,27947,2015-05-17,NA,"C-P-164",NA,"F",NA,73.5,NA,NA,0,4.044,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,89,74,4.233,"F","2015-07-10",0.5,0.189,54,2
24151,11006,89,"TY-1O3R7Y",NA,NA,0,30624,2015-07-10,NA,"C-P-164",NA,"F",NA,74,NA,NA,0,4.233,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24152,11007,100,"TY-2Y3O7Y",NA,NA,0,37353,2016-06-23,NA,"C-P-183",NA,"F",NA,81,NA,NA,0,5.217,0,"redo O3 (R3?); 3481 also fits-orig.id:T1641",NA,100,1,"TY","F",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24153,11008,86,"TY-3O7Y",NA,NA,0,26668,2015-04-09,NA,"C-P-179",NA,"F",NA,78,NA,NA,0,4.904,0,"ADDED O6, R7; 1641 (loc), 1697 (long gap) also plausible-orig.id:T1701",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,79,5.561,"F","2015-05-17",1,0.657,38,1
24154,11008,87,"TY-3O7Y",NA,NA,0,27948,2015-05-17,NA,"C-P-179",NA,"F",NA,79,NA,NA,0,5.561,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,79,5.372,"F","2015-06-09",0,-0.189,23,1
24155,11008,88,"TY-3O7Y",NA,NA,0,29277,2015-06-09,NA,"C-P-180",NA,"F",NA,79,NA,NA,0,5.372,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,79,5.298,"F","2015-07-10",0,-0.0739999999999998,31,1
24156,11008,89,"TY-3O7Y",NA,NA,0,30625,2015-07-10,NA,"C-P-181",NA,"F",NA,79,NA,NA,0,5.298,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,98,80,5.288,"F","2016-04-22",1,-0.00999999999999979,287,9
24157,11008,98,"TY-3O7Y",NA,NA,0,32027,2016-04-22,NA,"C-P-181.5",NA,"F",NA,80,NA,NA,0,5.288,0,"#",NA,98,1,"TY","F",9,4,22,"C",NA,NA,NA,0,99,79,5.141,"F","2016-05-22",-1,-0.147,30,1
24158,11008,99,"TY-3O7Y",NA,NA,0,34601,2016-05-22,NA,"C-P-180",NA,"F",NA,79,NA,NA,0,5.141,0,"fungus-orig.id:T1701",NA,99,1,"TY","F",9,5,22,"C",NA,NA,NA,0,100,79,4.616,"F","2016-06-23",0,-0.525,32,1
24159,11008,100,"TY-3O7Y",NA,NA,0,37354,2016-06-23,NA,"C-P-183",NA,"F",NA,79,NA,NA,0,4.616,0,"redo O3, fins and body chewed-orig.id:T1701",NA,100,1,"TY","F",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24160,11009,87,"TY-1R4O",NA,NA,0,27949,2015-05-17,NA,"C-SP-173",NA,"M",NA,72,NA,NA,0,3.574,0,"ADDED R8. REDO O4-orig.id:T1758",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,89,73,3.551,"M","2015-07-10",1,-0.0229999999999997,54,2
24161,11009,89,"TY-1R4O",NA,NA,0,30626,2015-07-10,NA,"C-P-174",NA,"M",NA,73,NA,NA,0,3.551,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24162,11010,89,"TY-1R5O8Y",NA,NA,0,30627,2015-07-10,NA,"C-P-176.5",NA,"F",NA,71,NA,NA,0,3.576,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24163,11011,87,"TY-1O4O8Y",NA,NA,0,27950,2015-05-17,NA,"C-P-180.7",NA,"M",NA,67,NA,NA,0,2.799,0,"REDO Y8 O1-orig.id:T1818",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,67,2.771,"M","2015-06-09",0,-0.028,23,1
24164,11011,88,"TY-1O4O8Y",NA,NA,0,29278,2015-06-09,NA,"C-P-181.6",NA,"M",NA,67,NA,NA,0,2.771,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,67,2.715,"M","2015-07-10",0,-0.056,31,1
24165,11011,89,"TY-1O4O8Y",NA,NA,0,30628,2015-07-10,NA,"C-P-181",NA,"M",NA,67,NA,NA,0,2.715,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24166,11012,86,"TY-1O5B8Y",NA,NA,0,26669,2015-04-09,NA,"C-R-176",NA,"F",NA,62.5,NA,NA,0,2.155,0,"REDO B5-orig.id:T1849",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,63,2.013,"M","2015-06-09",0.5,-0.142,61,2
24167,11012,88,"TY-1O5B8Y",NA,NA,0,29279,2015-06-09,NA,"C-SP-176.5",NA,"M",NA,63,NA,NA,0,2.013,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24168,11013,88,"TY-2O7BY8",NA,NA,0,29280,2015-06-09,NA,"C-P-168.9",NA,"M",NA,82,NA,NA,0,5.8,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,84,5.511,"M","2015-07-10",2,-0.289,31,1
24169,11013,89,"TY-2O7BY8",NA,NA,0,30629,2015-07-10,NA,"C-P-169",NA,"M",NA,84,NA,NA,0,5.511,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24170,11014,86,"TY-2Y5R8Y",NA,NA,0,26832,2015-04-10,NA,"I-P-15",NA,"M",NA,77,NA,NA,0,2.772,0,"Y2 BACK-orig.id:T1868",NA,86,1,"TY","M",8,4,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24171,11015,86,"TY-1B6R8Y",NA,NA,0,26833,2015-04-10,NA,"I-P-15",NA,"F",NA,65.5,NA,NA,0,2.564,0,"#",NA,86,1,"TY","F",8,4,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24172,11016,87,"TY-4B6R8Y",NA,NA,0,28138,2015-05-19,NA,"I-R-50",NA,"M",NA,70,NA,NA,0,3.171,0,"#",NA,87,1,"TY","M",8,5,19,"I",NA,NA,NA,0,88,70,3.064,"M","2015-06-10",0,-0.107,22,1
24173,11016,88,"TY-4B6R8Y",NA,NA,0,29471,2015-06-10,NA,"I-R-52",NA,"M",NA,70,NA,NA,0,3.064,0,"#",NA,88,1,"TY","M",8,6,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24174,11017,86,"TY-3R4O7B",NA,NA,0,26834,2015-04-10,NA,"I-P-32",NA,"M",NA,60,NA,NA,0,2.098,0,"REDO R3-orig.id:T2005",NA,86,1,"TY","M",8,4,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24175,11018,86,"TY-1R4B7B",NA,NA,0,26670,2015-04-09,NA,"C-SP-174",NA,"M",NA,58,NA,NA,0,1.797,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,87,58.5,1.829,"M","2015-05-17",0.5,0.032,38,1
24176,11018,87,"TY-1R4B7B",NA,NA,0,27951,2015-05-17,NA,"C-SP-173",NA,"M",NA,58.5,NA,NA,0,1.829,0,"#",NA,87,1,"TY","M",8,5,17,"C",NA,NA,NA,0,88,59,1.752,"M","2015-06-09",0.5,-0.077,23,1
24177,11018,88,"TY-1R4B7B",NA,NA,0,29281,2015-06-09,NA,"C-SP-174.5",NA,"M",NA,59,NA,NA,0,1.752,0,"B4 FORWARD-orig.id:T2028",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,58.5,1.793,"M","2015-07-10",-0.5,0.0409999999999999,31,1
24178,11018,89,"TY-1R4B7B",NA,NA,0,30630,2015-07-10,NA,"C-SP-173.7",NA,"M",NA,58.5,NA,NA,0,1.793,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24179,11019,86,"TY-1Y5O7B",NA,NA,0,26671,2015-04-09,NA,"C-SP-162",NA,"M",NA,68,NA,NA,0,2.86,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,88,68.5,2.785,"M","2015-06-09",0.5,-0.0749999999999997,61,2
24180,11019,88,"TY-1Y5O7B",NA,NA,0,29282,2015-06-09,NA,"C-P-169",NA,"M",NA,68.5,NA,NA,0,2.785,0,"B7 is B8-orig.id:T2119",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,67,2.827,"M","2015-07-10",-1.5,0.0419999999999998,31,1
24181,11019,89,"TY-1Y5O7B",NA,NA,0,30631,2015-07-10,NA,"C-SP-162",NA,"M",NA,67,NA,NA,0,2.827,0,"B7 is B8-orig.id:T2119",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24182,11020,88,"TY-5B6R7B",NA,NA,0,29283,2015-06-09,NA,"C-P-168.9",NA,"M",NA,73.5,NA,NA,0,4.095,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,98,NA,4.53,"M","2016-04-22",NA,0.435,318,10
24183,11020,98,"TY-5B6R7B",NA,NA,0,32028,2016-04-22,NA,"C-P-181",NA,"M",NA,NA,NA,NA,0,4.53,0,"B5 refreshed, caud chewed, tl rec 87.5-orig.id:T2175",NA,98,1,"TY","M",9,4,22,"C",NA,NA,NA,0,100,76,4.624,"M","2016-06-23",NA,0.0939999999999994,62,2
24184,11020,100,"TY-5B6R7B",NA,NA,0,37355,2016-06-23,NA,"C-P-183",NA,"M",NA,76,NA,NA,0,4.624,0,"#",NA,100,1,"TY","M",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24185,11021,86,"TY-3B5O8B",NA,NA,0,26835,2015-04-10,NA,"I-P-16.5",NA,"F",NA,75,NA,NA,0,3.999,0,"misread B7B4O6-orig.id:T2189",NA,86,1,"TY","F",8,4,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24186,11022,86,"TY-1R4R8B",NA,NA,0,26836,2015-04-10,NA,"I-P-16.5",NA,"F",NA,73,NA,NA,0,4.068,0,"#",NA,86,1,"TY","F",8,4,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24187,11023,86,"TY-1R6R8B",NA,NA,0,26837,2015-04-10,NA,"I-P-41.5",NA,"F",NA,66.5,NA,NA,0,2.415,0,"REDO R1-orig.id:T2225",NA,86,1,"TY","F",8,4,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24188,11024,87,"TY-2R3O8B",NA,NA,0,27952,2015-05-17,NA,"C-P-180.7",NA,"F",NA,76,NA,NA,0,4.56,0,"O3 BACK-orig.id:T2241",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,76.5,4.601,"F","2015-06-09",0.5,0.0410000000000004,23,1
24189,11024,88,"TY-2R3O8B",NA,NA,0,29284,2015-06-09,NA,"C-P-181.4",NA,"F",NA,76.5,NA,NA,0,4.601,0,"O3 LIKE O5?-orig.id:T2241",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,78,4.909,"F","2015-07-10",1.5,0.308,31,1
24190,11024,89,"TY-2R3O8B",NA,NA,0,30632,2015-07-10,NA,"C-P-179",NA,"F",NA,78,NA,NA,0,4.909,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24191,11025,88,"TY-1R5O8B",NA,NA,0,29472,2015-06-10,NA,"I-P-18",NA,"F",NA,76,NA,NA,0,4.67,0,"Misread. should be B8R2O6-orig.id:T2244",NA,88,1,"TY","F",8,6,10,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24192,11026,87,"TY-1O5R8B",NA,NA,0,27953,2015-05-17,NA,"C-R-172",NA,"F",NA,71.5,NA,NA,0,3.595,0,"REDO B8-orig.id:T2284",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,89,73,3.645,"F","2015-07-10",1.5,0.0499999999999998,54,2
24193,11026,89,"TY-1O5R8B",NA,NA,0,30633,2015-07-10,NA,"C-P-174",NA,"F",NA,73,NA,NA,0,3.645,0,"R6 is R5?-orig.id:T2284",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,98,84,6.227,"F","2016-04-22",11,2.582,287,9
24194,11026,98,"TY-1O5R8B",NA,NA,0,32029,2016-04-22,NA,"C-P-174",NA,"F",NA,84,NA,NA,0,6.227,0,"redo O1 R5-orig.id:T2284",NA,98,1,"TY","F",9,4,22,"C",NA,NA,NA,0,100,85,6.494,"F","2016-06-23",1,0.266999999999999,62,2
24195,11026,100,"TY-1O5R8B",NA,NA,0,37356,2016-06-23,NA,"C-SP-175",NA,"F",NA,85,NA,NA,0,6.494,0,"#",NA,100,1,"TY","F",9,6,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24196,11027,86,"TY-1O2Y8B",NA,NA,0,26672,2015-04-09,NA,"C-P-179",NA,"M",NA,63.5,NA,NA,0,2.083,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,99,71,3.233,"M","2016-05-22",7.5,1.15,409,13
24197,11027,99,"TY-1O2Y8B",NA,NA,0,34602,2016-05-22,NA,"C-P-174",NA,"M",NA,71,NA,NA,0,3.233,0,"redo B8-orig.id:T2311",NA,99,1,"TY","M",9,5,22,"C",NA,NA,NA,0,100,70,3.448,"M","2016-06-23",-1,0.215,32,1
24198,11027,100,"TY-1O2Y8B",NA,NA,0,37357,2016-06-23,NA,"C-P-173",NA,"M",NA,70,NA,NA,0,3.448,0,"#",NA,100,1,"TY","M",9,6,23,"C",NA,NA,NA,0,111,72.5,3.654,"M","2017-05-23",2.5,0.206,334,11
24199,11027,111,"TY-1O2Y8B",NA,NA,0,42367,2017-05-23,NA,"C-P-174",NA,"M",NA,72.5,NA,NA,0,3.654,0,"#",NA,111,1,"TY","M",10,5,23,"C",NA,NA,NA,0,122,74.5,3.506,"M","2018-04-22",2,-0.148,334,11
24200,11027,122,"TY-1O2Y8B",NA,NA,0,46613,2018-04-22,NA,"C-P-172",NA,"M",NA,74.5,NA,NA,0,3.506,0,"#",NA,122,1,"TY","M",11,4,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24201,11028,86,"TY-1Y6O8B",NA,NA,0,26673,2015-04-09,NA,"C-R-174",NA,"F",NA,NA,NA,NA,0,4.367,1,"DIED BEFORE PROCESSING-orig.id:T2360",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24202,11029,86,"TY-1R2R7R",NA,NA,0,26674,2015-04-09,NA,"C-P-169",NA,"M",NA,38,NA,NA,0,0.512,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,89,40,0.589,"M","2015-07-10",2,0.077,92,3
24203,11029,89,"TY-1R2R7R",NA,NA,0,30634,2015-07-10,NA,"C-P-176.5",NA,"M",NA,40,NA,NA,0,0.589,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24204,11030,86,"TY-1R3R7R",NA,NA,0,26675,2015-04-09,NA,"C-P-169",NA,"F",NA,41,NA,NA,0,0.62,0,"R3 back-orig.id:T2372",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,41,0.613,"F","2015-05-17",0,-0.00700000000000001,38,1
24205,11030,87,"TY-1R3R7R",NA,NA,0,27954,2015-05-17,NA,"C-P-167.2",NA,"F",NA,41,NA,NA,0,0.613,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,41,0.6,"F","2015-06-09",0,-0.013,23,1
24206,11030,88,"TY-1R3R7R",NA,NA,0,29285,2015-06-09,NA,"C-P-169.7",NA,"F",NA,41,NA,NA,0,0.6,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,40.5,0.625,"F","2015-07-10",-0.5,0.025,31,1
24207,11030,89,"TY-1R3R7R",NA,NA,0,30635,2015-07-10,NA,"C-P-169",NA,"F",NA,40.5,NA,NA,0,0.625,0,"CAUD CHEWED-orig.id:T2372",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24208,11031,86,"TY-1R4R7R",NA,NA,0,26676,2015-04-09,NA,"C-P-169",NA,"M",NA,41.5,NA,NA,0,0.655,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,88,41.5,0.631,"M","2015-06-09",0,-0.024,61,2
24209,11031,88,"TY-1R4R7R",NA,NA,0,29286,2015-06-09,NA,"C-P-168.9",NA,"M",NA,41.5,NA,NA,0,0.631,0,"R1 DOT-orig.id:T2373",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,42,0.629,"M","2015-07-10",0.5,-0.002,31,1
24210,11031,89,"TY-1R4R7R",NA,NA,0,30636,2015-07-10,NA,"C-P-167",NA,"M",NA,42,NA,NA,0,0.629,0,"REDO R7 -orig.id:T2373",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,99,58,1.821,"M","2016-05-22",16,1.192,317,10
24211,11031,99,"TY-1R4R7R",NA,NA,0,34603,2016-05-22,NA,"C-P-168",NA,"M",NA,58,NA,NA,0,1.821,0,"#",NA,99,1,"TY","M",9,5,22,"C",NA,NA,NA,0,111,67,2.693,"M","2017-05-23",9,0.872,366,12
24212,11031,111,"TY-1R4R7R",NA,NA,0,42368,2017-05-23,NA,"C-P-170",NA,"M",NA,67,NA,NA,0,2.693,0,"#",NA,111,1,"TY","M",10,5,23,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24213,11032,86,"TY-1R5R7R",NA,NA,0,26677,2015-04-09,NA,"C-P-169",NA,"F",NA,41,NA,NA,0,0.61,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,41,0.608,"F","2015-06-09",0,-0.002,61,2
24214,11032,88,"TY-1R5R7R",NA,NA,0,29287,2015-06-09,NA,"C-P-169",NA,"F",NA,41,NA,NA,0,0.608,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,41,0.613,"F","2015-07-10",0,0.005,31,1
24215,11032,89,"TY-1R5R7R",NA,NA,0,30637,2015-07-10,NA,"C-P-169",NA,"F",NA,41,NA,NA,0,0.613,0,"REDO R1, PULLED OUT-orig.id:T2374",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24216,11033,86,"TY-1R6R7R",NA,NA,0,26678,2015-04-09,NA,"C-P-169",NA,"F",NA,42.5,NA,NA,0,0.692,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,43,0.714,"F","2015-05-17",0.5,0.022,38,1
24217,11033,87,"TY-1R6R7R",NA,NA,0,27955,2015-05-17,NA,"C-P-167.3",NA,"F",NA,43,NA,NA,0,0.714,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,43,0.702,"F","2015-06-09",0,-0.012,23,1
24218,11033,88,"TY-1R6R7R",NA,NA,0,29288,2015-06-09,NA,"C-P-169",NA,"F",NA,43,NA,NA,0,0.702,0,"CAUD SPLIT-orig.id:T2375",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,41.5,0.65,"F","2015-07-10",-1.5,-0.0519999999999999,31,1
24219,11033,89,"TY-1R6R7R",NA,NA,0,30638,2015-07-10,NA,"C-P-167.5",NA,"F",NA,41.5,NA,NA,0,0.65,0,"CAUD CHEWED-orig.id:T2375",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24220,11034,86,"TY-2R3R7R",NA,NA,0,26679,2015-04-09,NA,"C-P-169",NA,"F",NA,39,NA,NA,0,0.545,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,87,39,0.543,"F","2015-05-17",0,-0.002,38,1
24221,11034,87,"TY-2R3R7R",NA,NA,0,27956,2015-05-17,NA,"C-P-168.7",NA,"F",NA,39,NA,NA,0,0.543,0,"#",NA,87,1,"TY","F",8,5,17,"C",NA,NA,NA,0,88,39,0.525,"F","2015-06-09",0,-0.018,23,1
24222,11034,88,"TY-2R3R7R",NA,NA,0,29289,2015-06-09,NA,"C-P-169",NA,"F",NA,39,NA,NA,0,0.525,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,39,0.528,"F","2015-07-10",0,0.003,31,1
24223,11034,89,"TY-2R3R7R",NA,NA,0,30639,2015-07-10,NA,"C-R-163",NA,"F",NA,39,NA,NA,0,0.528,0,"#",NA,89,1,"TY","F",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24224,11035,86,"TY-2R4R7R",NA,NA,0,26680,2015-04-09,NA,"C-P-169",NA,"M",NA,43.5,NA,NA,0,0.78,0,"#",NA,86,1,"TY","M",8,4,9,"C",NA,NA,NA,0,88,43.5,0.777,"M","2015-06-09",0,-0.003,61,2
24225,11035,88,"TY-2R4R7R",NA,NA,0,29290,2015-06-09,NA,"C-P-168.9",NA,"M",NA,43.5,NA,NA,0,0.777,0,"#",NA,88,1,"TY","M",8,6,9,"C",NA,NA,NA,0,89,44,0.774,"M","2015-07-10",0.5,-0.003,31,1
24226,11035,89,"TY-2R4R7R",NA,NA,0,30640,2015-07-10,NA,"C-R-173",NA,"M",NA,44,NA,NA,0,0.774,0,"#",NA,89,1,"TY","M",8,7,10,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24227,11036,86,"TY-2R5R7R",NA,NA,0,26681,2015-04-09,NA,"C-P-169",NA,"F",NA,61.5,NA,NA,0,2.395,0,"#",NA,86,1,"TY","F",8,4,9,"C",NA,NA,NA,0,88,62.5,2.445,"F","2015-06-09",1,0.0499999999999998,61,2
24228,11036,88,"TY-2R5R7R",NA,NA,0,29291,2015-06-09,NA,"C-P-168.9",NA,"F",NA,62.5,NA,NA,0,2.445,0,"#",NA,88,1,"TY","F",8,6,9,"C",NA,NA,NA,0,89,64,2.574,"F","2015-07-10",1.5,0.129,31,1
