"X","individual_id","sampling","FishID","marker","old_mark","dna","ID","capture_date","processing_date","location","tank","sex_stage","SL","TL","measured_by","picture_label","picture_type","weight","Dead","comments","release_date","sampling_id","status","stream","sex","sampling.year","sampling.month","sampling.day","Habitat","upstream","downstream","distance","parasite","lead.sampling","lead.TL","lead.weight","lead.maturity","lead.capture.date","growth.TL","growth.mass","growth.days","months.until.recapture"
50464,28653,187,"CA-4B7P-2309","SM",NA,0,62483,2023-09-18,2023-09-19,"C-N10-17R",NA,"I",17.91,22.19,NA,NA,0,0.099,0,NA,"2023-09-20",904,1,"CA","I",16,9,18,"C",NA,NA,NA,0,188,31.01,0.249,"I","2023-10-18",8.82,0.15,30,1
50465,28653,188,"CA-4B7P-2309","SM",NA,0,63506,2023-10-18,2023-10-19,"C-P17-18R",NA,"I",26.88,31.01,NA,NA,0,0.249,0,"7P visible at 8","2023-10-19",911,1,"CA","I",16,10,18,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50466,28654,187,"CA-4R8P-2309","SM",NA,0,62484,2023-09-18,2023-09-19,"C-SP11.5-12.5L",NA,"I",23.29,28.16,NA,NA,0,0.155,1,"died after processing",NA,904,1,"CA","I",16,9,18,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50467,28655,187,"CA-1R2P-2309","RSM",NA,0,62485,2023-09-18,2023-09-19,"C-P13-16L",NA,"F",67.08,74.73,NA,NA,0,4.708,0,NA,"2023-09-20",904,1,"CA","F",16,9,18,"C",NA,NA,NA,0,189,78.96,4.902,"F","2023-11-18",4.22999999999999,0.194,61,2
50468,28655,189,"CA-1R2P-2309","RSM",NA,0,64307,2023-11-18,2023-11-19,"C-P14-18L",NA,"F",68.77,78.96,NA,NA,0,4.902,0,"intestinal parasite; P looks O","2023-11-19",919,1,"CA","F",16,11,18,"C",NA,NA,NA,1,190,80.41,4.7,"F","2023-12-18",1.45,-0.202,30,1
50469,28655,190,"CA-1R2P-2309","RSM",NA,0,64977,2023-12-18,2023-12-19,"C-N13-16L",NA,"F",68.18,80.41,NA,NA,0,4.7,0,"; 2P looks O; 2P refresh","2023-12-19",928,1,"CA","F",16,12,18,"C",NA,NA,NA,0,191,79.75,4.882,"F","2024-01-18",-0.659999999999997,0.181999999999999,31,1
50470,28655,191,"CA-1R2P-2309","RSM",NA,0,65648,2024-01-18,2024-01-19,"C-P13-16L",NA,"F",70.17,79.75,NA,NA,0,4.882,0,"; 2P looks O; 2P refresh","2024-01-19",936,1,"CA","F",17,1,18,"C",NA,NA,NA,0,193,81.15,4.639,"F","2024-03-19",1.40000000000001,-0.242999999999999,61,2
50471,28655,193,"CA-1R2P-2309","RSM",NA,0,66678,2024-03-19,2024-03-20,"C-P13-16",NA,"F",71.61,81.15,NA,NA,0,4.639,0,NA,"2024-03-20",952,1,"CA","F",17,3,19,"C",NA,NA,NA,0,194,80.48,5.076,"F","2024-04-18",-0.670000000000002,0.436999999999999,30,1
50472,28655,194,"CA-1R2P-2309","RSM",NA,0,67605,2024-04-18,2024-04-19,"C-P12.5-16",NA,"F",68.82,80.48,NA,NA,0,5.076,0,"; 2P looks O; 2P refresh","2024-04-20",960,1,"CA","F",17,4,18,"C",NA,NA,NA,0,196,87.27,6.42,"F","2024-06-19",6.78999999999999,1.344,62,2
50473,28655,196,"CA-1R2P-2309","RSM",NA,0,70210,2024-06-19,2024-06-20,"C-P10.5-16L",NA,"F",71.24,87.27,NA,NA,0,6.42,0,"; 2P looks O; 2P refresh","2024-06-21",976,1,"CA","F",17,6,19,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50474,28656,187,"CA-1R8P-2309","RSM",NA,0,62486,2023-09-18,2023-09-19,"C-P33-38",NA,"M",40.5,47.03,NA,NA,0,1.08,0,NA,"2023-09-20",904,1,"CA","M",16,9,18,"C",NA,NA,NA,0,191,46.37,1.201,"M","2024-01-18",-0.660000000000004,0.121,122,4
50475,28656,191,"CA-1R8P-2309","RSM",NA,0,65652,2024-01-18,2024-01-19,"C-P34-39",NA,"M",42.38,46.37,NA,NA,0,1.201,0,NA,"2024-01-19",936,1,"CA","M",17,1,18,"C",NA,NA,NA,0,194,53.17,1.42,"M","2024-04-18",6.8,0.219,91,3
50476,28656,194,"CA-1R8P-2309","RSM",NA,0,67608,2024-04-18,2024-04-19,"C-P33-40",NA,"M",42.54,53.17,NA,NA,0,1.42,0,NA,"2024-04-20",960,1,"CA","M",17,4,18,"C",NA,NA,NA,0,195,54.11,1.53,"M","2024-05-19",0.939999999999998,0.11,31,1
50477,28656,195,"CA-1R8P-2309","RSM",NA,0,68834,2024-05-19,2024-05-20,"C-P33-40",NA,"M",44.33,54.11,NA,NA,0,1.53,0,NA,"2024-05-21",968,1,"CA","M",17,5,19,"C",NA,NA,NA,0,196,57.59,1.8,"M","2024-06-18",3.48,0.27,30,1
50478,28656,196,"CA-1R8P-2309","RSM",NA,0,70215,2024-06-18,2024-06-20,"C-P31-38",NA,"M",47.12,57.59,NA,NA,0,1.8,0,NA,"2024-06-21",976,1,"CA","M",17,6,18,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50479,28657,187,"CA-4P6B-2309","RSM",NA,0,62487,2023-09-18,2023-09-19,"C-P33-38",NA,"F",42.47,46.17,NA,NA,0,1.053,0,NA,"2023-09-20",904,1,"CA","F",16,9,18,"C",NA,NA,NA,0,188,49.97,1.158,"F","2023-10-18",3.8,0.105,30,1
50480,28657,188,"CA-4P6B-2309","RSM",NA,0,63511,2023-10-18,2023-10-19,"C-P33-38",NA,"F",41.37,49.97,NA,NA,0,1.158,0,NA,"2023-10-19",911,1,"CA","F",16,10,18,"C",NA,NA,NA,0,189,50.66,1.226,"F","2023-11-18",0.689999999999998,0.0680000000000001,31,1
50481,28657,189,"CA-4P6B-2309","RSM",NA,0,64351,2023-11-18,2023-11-19,"C-P31-33R",NA,"F",44.2,50.66,NA,NA,0,1.226,0,NA,"2023-11-19",919,1,"CA","F",16,11,18,"C",NA,NA,NA,0,190,52.16,1.295,"F","2023-12-18",1.5,0.069,30,1
50482,28657,190,"CA-4P6B-2309","RSM",NA,0,65017,2023-12-18,2023-12-19,"C-P33-38",NA,"F",46.64,52.16,NA,NA,0,1.295,0,NA,"2023-12-19",928,1,"CA","F",16,12,18,"C",NA,NA,NA,0,191,47.84,1.362,"F","2024-01-18",-4.31999999999999,0.0670000000000002,31,1
50483,28657,191,"CA-4P6B-2309","RSM",NA,0,65678,2024-01-18,2024-01-19,"C-P22-30L",NA,"F",44.64,47.84,NA,NA,0,1.362,0,NA,"2024-01-19",936,1,"CA","F",17,1,18,"C",NA,NA,NA,0,192,53.76,1.617,"F","2024-02-18",5.91999999999999,0.255,31,1
50484,28657,192,"CA-4P6B-2309","RSM",NA,0,66266,2024-02-18,2024-02-19,"C-P14-16L",NA,"F",44.56,53.76,NA,NA,0,1.617,0,NA,"2024-02-20",944,1,"CA","F",17,2,18,"C",NA,NA,NA,0,195,63.43,2.467,"F","2024-05-19",9.67,0.85,91,3
50485,28657,195,"CA-4P6B-2309","RSM",NA,0,68895,2024-05-19,2024-05-20,"C-P33-40",NA,"F",52.74,63.43,NA,NA,0,2.467,0,"Reach changed, marks clear","2024-05-21",968,1,"CA","F",17,5,19,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50486,28658,187,"CA-3R4B-2309","RSM",NA,0,62488,2023-09-18,2023-09-19,"C-P22-25R",NA,"I",25.38,30.75,NA,NA,0,0.266,0,"IP","2023-09-20",904,1,"CA","I",16,9,18,"C",NA,NA,NA,1,188,30.85,0.307,"I","2023-10-18",0.100000000000001,0.041,30,1
50487,28658,188,"CA-3R4B-2309","RSM",NA,0,63497,2023-10-18,2023-10-19,"C-SP22-23",NA,"I",27.05,30.85,NA,NA,0,0.307,0,NA,"2023-10-19",911,1,"CA","I",16,10,18,"C",NA,NA,NA,0,195,49.22,1,"M","2024-05-19",18.37,0.693,214,7
50488,28658,195,"CA-3R4B-2309","RSM",NA,0,68940,2024-05-19,2024-05-20,"C-P22-25R",NA,"M",40.92,49.22,NA,NA,0,1,0,NA,"2024-05-21",968,1,"CA","M",17,5,19,"C",NA,NA,NA,0,196,50.13,1.144,"M","2024-06-18",0.910000000000004,0.144,30,1
50489,28658,196,"CA-3R4B-2309","RSM",NA,0,70256,2024-06-18,2024-06-20,"C-P20-22R",NA,"M",41.59,50.13,NA,NA,0,1.144,0,NA,"2024-06-21",976,1,"CA","M",17,6,18,"C",NA,NA,NA,0,197,42.77,1.275,"M","2024-07-18",-7.36,0.131,30,1
50490,28658,197,"CA-3R4B-2309","RSM",NA,0,71352,2024-07-18,2024-07-19,"C-P26-28-R",NA,"M",43.18,42.77,NA,NA,0,1.275,0,NA,"2024-07-20",984,1,"CA","M",17,7,18,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51064,28905,187,"TY-4O7P-2309","SM",NA,0,62919,2023-09-21,2023-09-22,"I-N54-58",NA,"M",32.6,40.09,NA,NA,0,0.6,0,"IP","2023-09-22",907,1,"TY","M",16,9,21,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51065,28906,187,"TY-2P6B-2309","SM",NA,0,62920,2023-09-21,2023-09-22,"I-N20-25",NA,"I",33.18,39.64,NA,NA,0,0.565,0,"P explosion","2023-09-22",907,1,"TY","I",16,9,21,"I",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51066,28907,187,"TY-4Y9R-2309","SM",NA,0,62921,2023-09-21,2023-09-22,"I-P36-38R",NA,"I",25.22,30.42,NA,NA,0,0.223,0,"IP, 4Y forward, P visible at 10","2023-09-22",907,1,"TY","I",16,9,21,"I",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51067,28908,187,"TY-5P9B-2309","SM",NA,0,62922,2023-09-21,2023-09-22,"C-N57-59",NA,"I",23.58,29.35,NA,NA,0,0.225,0,"IP","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51068,28909,187,"TY-3O5P-2309","SM",NA,0,62923,2023-09-21,2023-09-22,"C-P83-85",NA,"I",22.81,27.55,NA,NA,0,0.183,0,NA,"2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51069,28910,187,"TY-4P5R-2309","SM",NA,0,62924,2023-09-21,2023-09-22,"C-P32-34",NA,"I",25.15,29.89,NA,NA,0,0.24,0,NA,"2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,0,192,47.88,1.089,"M","2024-02-23",17.99,0.849,155,5
51070,28910,192,"TY-4P5R-2309","SM",NA,0,66464,2024-02-23,2024-02-24,"C-P31-35",NA,"M",39.4,47.88,NA,NA,0,1.089,0,NA,"2024-02-24",948,1,"TY","M",17,2,23,"C",NA,NA,NA,0,194,53.55,1.307,"M","2024-04-22",5.66999999999999,0.218,59,2
51071,28910,194,"TY-4P5R-2309","SM",NA,0,68113,2024-04-22,2024-04-23,"C-P32-34",NA,"M",44.56,53.55,NA,NA,0,1.307,0,NA,"2024-04-24",964,1,"TY","M",17,4,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51072,28911,187,"TY-8B10O-2309","SM",NA,0,62925,2023-09-21,2023-09-22,"C-SP20-21R",NA,"I",32.11,37.94,NA,NA,0,0.463,0,NA,"2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,0,188,37.96,0.511,"I","2023-10-21",0.0200000000000031,0.048,30,1
51073,28911,188,"TY-8B10O-2309","SM",NA,0,63908,2023-10-21,2023-10-22,"C-P20.5-21.5",NA,"I",32.86,37.96,NA,NA,0,0.511,0,NA,"2023-10-22",915,1,"TY","I",16,10,21,"C",NA,NA,NA,0,189,41.07,0.617,"F","2023-11-21",3.11,0.106,31,1
51074,28911,189,"TY-8B10O-2309","SM",NA,0,64738,2023-11-21,2023-11-22,"C-P21-22R",NA,"F",35.24,41.07,NA,NA,0,0.617,0,"O visible on both sides","2023-11-22",923,1,"TY","F",16,11,21,"C",NA,NA,NA,0,190,40.56,0.7,"F","2023-12-22",-0.509999999999998,0.083,31,1
51075,28911,190,"TY-8B10O-2309","SM",NA,0,65353,2023-12-22,2023-12-23,"C-P19-25",NA,"F",35.77,40.56,NA,NA,0,0.7,0,"O visible on both sides","2023-12-23",932,1,"TY","F",16,12,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51076,28912,187,"TY-3B10R-2309","SM",NA,0,62926,2023-09-21,2023-09-22,"C-P21-26",NA,"I",28.95,34.87,NA,NA,0,0.362,0,"IP","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,189,39.79,0.475,"F","2023-11-21",4.92,0.113,61,2
51077,28912,189,"TY-3B10R-2309","SM",NA,0,64707,2023-11-21,2023-11-22,"C-P22-28",NA,"F",33.7,39.79,NA,NA,0,0.475,0,NA,"2023-11-22",923,1,"TY","F",16,11,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51078,28913,187,"TY-3B7Y-2309","SM",NA,0,62927,2023-09-21,2023-09-22,"C-P21-26",NA,"F",49.75,57.83,NA,NA,0,1.758,0,"3B deep","2023-09-22",907,1,"TY","F",16,9,21,"C",NA,NA,NA,0,188,56.87,1.873,"F","2023-10-21",-0.960000000000001,0.115,30,1
51079,28913,188,"TY-3B7Y-2309","SM",NA,0,63879,2023-10-21,2023-10-22,"C-P21-27",NA,"F",51.87,56.87,NA,NA,0,1.873,0,"3B deep","2023-10-22",915,1,"TY","F",16,10,21,"C",NA,NA,NA,0,189,60.89,2.16,"F","2023-11-21",4.02,0.287,31,1
51080,28913,189,"TY-3B7Y-2309","SM",NA,0,64709,2023-11-21,2023-11-22,"C-P22-28",NA,"F",54.8,60.89,NA,NA,0,2.16,0,"3B deep; 7Y split","2023-11-22",923,1,"TY","F",16,11,21,"C",NA,NA,NA,0,191,62.33,2.284,"F","2024-01-22",1.44,0.124,62,2
51081,28913,191,"TY-3B7Y-2309","SM",NA,0,65896,2024-01-22,2024-01-23,"C-P20-26",NA,"F",54.98,62.33,NA,NA,0,2.284,0,"3B deep; 7Y split, refreshed blue","2024-01-24",940,1,"TY","F",17,1,22,"C",NA,NA,NA,0,193,62.1,2.524,"F","2024-03-21",-0.229999999999997,0.24,59,2
51082,28913,193,"TY-3B7Y-2309","SM",NA,0,67184,2024-03-21,2024-03-22,"C-P21-25",NA,"F",53.5,62.1,NA,NA,0,2.524,0,"3B deep; 7Y split, refreshed blue","2024-03-22",956,1,"TY","F",17,3,21,"C",NA,NA,NA,0,195,65.96,2.866,"F","2024-05-22",3.85999999999999,0.342,62,2
51083,28913,195,"TY-3B7Y-2309","SM",NA,0,69496,2024-05-22,2024-05-23,"C-P20-26",NA,"F",57.27,65.96,NA,NA,0,2.866,0,"3B deep; 7Y split","2024-05-24",972,1,"TY","F",17,5,22,"C",NA,NA,NA,0,196,67.79,2.966,"F","2024-06-22",1.83000000000001,0.1,31,1
51084,28913,196,"TY-3B7Y-2309","SM",NA,0,70898,2024-06-22,2024-06-23,"C-P20-28",NA,"F",56.83,67.79,NA,NA,0,2.966,0,"3B deep; 7Y split","2024-06-24",980,1,"TY","F",17,6,22,"C",NA,NA,NA,0,197,67.54,3.249,"F","2024-07-21",-0.25,0.283,29,1
51085,28913,197,"TY-3B7Y-2309","SM",NA,0,71650,2024-07-21,2024-07-22,"C-P18-24",NA,"F",56.32,67.54,NA,NA,0,3.249,0,"3B deep; 7Y split","2024-07-24",988,1,"TY","F",17,7,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51086,28914,187,"TY-2O10Y-2309","SM",NA,0,62928,2023-09-21,2023-09-22,"C-P21-26",NA,"M",37.7,44.27,NA,NA,0,0.701,0,"10 visible at 9","2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51087,28915,187,"TY-2B4O-2309","RSM",NA,0,62929,2023-09-21,2023-09-22,"C-P21-26",NA,"M",34.52,37.9,NA,NA,0,0.573,0,NA,"2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51088,28916,187,"TY-5B10Y-2309","SM",NA,0,62930,2023-09-21,2023-09-22,"C-P21-26",NA,"M",33.24,38.74,NA,NA,0,0.451,0,NA,"2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,0,196,45.27,0.813,"M","2024-06-22",6.53,0.362,275,9
51089,28916,196,"TY-5B10Y-2309","SM",NA,0,70968,2024-06-22,2024-06-23,"C-P20-28",NA,"M",36.89,45.27,NA,NA,0,0.813,0,NA,"2024-06-24",980,1,"TY","M",17,6,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51090,28917,187,"TY-1B3O-2309","RSM",NA,0,62931,2023-09-21,2023-09-22,"C-P21-26",NA,"I",25.39,27.04,NA,NA,0,0.211,0,"IP","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,188,30.42,0.25,"I","2023-10-21",3.38,0.039,30,1
51091,28917,188,"TY-1B3O-2309","RSM",NA,0,63853,2023-10-21,2023-10-22,"C-P21-27",NA,"I",26.28,30.42,NA,NA,0,0.25,1,"DIED AFTER PROCESSING",NA,915,1,"TY","I",16,10,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51092,28918,187,"TY-6B10P-2309","RSM",NA,0,62932,2023-09-21,2023-09-22,"C-P20-21",NA,"M",50.2,55.06,NA,NA,0,1.774,0,"IP","2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51093,28919,187,"TY-1R8B-2309",NA,"TY-?Y8B",0,62933,2023-09-21,2023-09-22,"C-P9-14",NA,"M",35.2,40.13,NA,NA,0,0.611,0,"Has Y mark on belly, IP","2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,1,192,49.81,1.179,"M","2024-02-23",9.68,0.568,155,5
51094,28919,192,"TY-1R8B-2309",NA,"TY-?Y8B",0,66439,2024-02-23,2024-02-24,"C-P8-12",NA,"M",42.23,49.81,NA,NA,0,1.179,0,"Has Y mark on belly, ","2024-02-24",948,1,"TY","M",17,2,23,"C",NA,NA,NA,0,194,51.25,1.279,"M","2024-04-22",1.44,0.0999999999999999,59,2
51095,28919,194,"TY-1R8B-2309",NA,"TY-?Y8B",0,68081,2024-04-22,2024-04-23,"C-P9-13",NA,"M",43.53,51.25,NA,NA,0,1.279,0,"Has Y mark on belly, ","2024-04-24",964,1,"TY","M",17,4,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51096,28920,187,"TY-4R10O-2309","SM",NA,0,62934,2023-09-21,2023-09-22,"C-P35-41",NA,"F",44.08,51.57,NA,NA,0,1.28,0,NA,"2023-09-22",907,1,"TY","F",16,9,21,"C",NA,NA,NA,0,189,61.23,2.101,"F","2023-11-21",9.66,0.821,61,2
51097,28920,189,"TY-4R10O-2309","SM",NA,0,64722,2023-11-21,2023-11-22,"C-R42-45",NA,"F",51.63,61.23,NA,NA,0,2.101,0,"marks clear, gained a lot of weight","2023-11-22",923,1,"TY","F",16,11,21,"C",NA,NA,NA,0,190,62.63,2.382,"F","2023-12-22",1.40000000000001,0.281,31,1
51098,28920,190,"TY-4R10O-2309","SM",NA,0,65340,2023-12-22,2023-12-23,"C-P49-52",NA,"F",55.65,62.63,NA,NA,0,2.382,0,"marks clear, gained a lot of weight","2023-12-23",932,1,"TY","F",16,12,22,"C",NA,NA,NA,0,192,65.21,2.467,"F","2024-02-23",2.57999999999999,0.085,63,2
51099,28920,192,"TY-4R10O-2309","SM",NA,0,66465,2024-02-23,2024-02-24,"C-P47-52",NA,"F",56.19,65.21,NA,NA,0,2.467,0,"marks clear, gained a lot of weight","2024-02-24",948,1,"TY","F",17,2,23,"C",NA,NA,NA,0,196,73.54,NA,"F","2024-06-21",8.33000000000001,NA,119,4
51100,28920,196,"TY-4R10O-2309","SM",NA,0,70922,2024-06-21,2024-06-21,"C-N47-54",NA,"F",NA,73.54,"TP",NA,0,NA,1,"DBP, marks clear, gained a lot of weight",NA,980,1,"TY","F",17,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51101,28921,187,"TY-3Y5R-2309","SM",NA,0,62935,2023-09-21,2023-09-22,"C-P35-41",NA,"M",44.53,51.29,NA,NA,0,1.196,0,"IP","2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,1,189,56.4,1.492,"M","2023-11-21",5.11,0.296,61,2
51102,28921,189,"TY-3Y5R-2309","SM",NA,0,64715,2023-11-21,2023-11-22,"C-N38-42",NA,"M",48.3,56.4,NA,NA,0,1.492,0,NA,"2023-11-22",923,1,"TY","M",16,11,21,"C",NA,NA,NA,0,191,57.11,1.651,"M","2024-01-22",0.710000000000001,0.159,62,2
51103,28921,191,"TY-3Y5R-2309","SM",NA,0,65901,2024-01-22,2024-01-23,"C-P36-40",NA,"M",50.85,57.11,NA,NA,0,1.651,0,NA,"2024-01-24",940,1,"TY","M",17,1,22,"C",NA,NA,NA,0,193,57.49,1.69,"M","2024-03-21",0.380000000000003,0.0389999999999999,59,2
51104,28921,193,"TY-3Y5R-2309","SM",NA,0,67191,2024-03-21,2024-03-22,"C-P36-40",NA,"M",51.48,57.49,NA,NA,0,1.69,0,NA,"2024-03-22",956,1,"TY","M",17,3,21,"C",NA,NA,NA,0,194,57.6,1.66,"M","2024-04-22",0.109999999999999,-0.03,32,1
51105,28921,194,"TY-3Y5R-2309","SM",NA,0,68104,2024-04-22,2024-04-23,"C-P36-42",NA,"M",48.53,57.6,NA,NA,0,1.66,0,NA,"2024-04-24",964,1,"TY","M",17,4,22,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51106,28922,187,"TY-2B6P-2309","RSM",NA,0,62936,2023-09-21,2023-09-22,"C-P35-41",NA,"M",33.34,36.85,NA,NA,0,0.489,0,"IP","2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51107,28923,187,"TY-3B4O-2309","SM",NA,0,62937,2023-09-21,2023-09-22,"C-P75-79",NA,"I",26.21,33.7,NA,NA,0,0.346,0,"IP, 4O forward","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51108,28924,187,"TY-1O2Y-2309","RSM",NA,0,62938,2023-09-21,2023-09-22,"C-P75-79",NA,"I",28.68,30.92,NA,NA,0,0.277,0,"IP","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,189,46.15,0.741,"F","2023-11-21",15.23,0.464,61,2
51109,28924,189,"TY-1O2Y-2309","RSM",NA,0,64692,2023-11-21,2023-11-22,"C-P76-78",NA,"F",39.16,46.15,NA,NA,0,0.741,0,"IP","2023-11-22",923,1,"TY","F",16,11,21,"C",NA,NA,NA,1,190,44.67,0.843,"F","2023-12-22",-1.48,0.102,31,1
51110,28924,190,"TY-1O2Y-2309","RSM",NA,0,65307,2023-12-22,2023-12-23,"C-P72-74",NA,"F",39.96,44.67,NA,NA,0,0.843,0,NA,"2023-12-23",932,1,"TY","F",16,12,22,"C",NA,NA,NA,0,191,48.24,0.919,"F","2024-01-22",3.57,0.0760000000000001,31,1
51111,28924,191,"TY-1O2Y-2309","RSM",NA,0,65884,2024-01-22,2024-01-23,"C-P73-75",NA,"F",40.24,48.24,NA,NA,0,0.919,0,NA,"2024-01-24",940,1,"TY","F",17,1,22,"C",NA,NA,NA,0,192,48.37,1.139,"F","2024-02-23",0.129999999999995,0.22,32,1
51112,28924,192,"TY-1O2Y-2309","RSM",NA,0,66436,2024-02-23,2024-02-24,"C-P75-76",NA,"F",44.32,48.37,NA,NA,0,1.139,0,NA,"2024-02-24",948,1,"TY","F",17,2,23,"C",NA,NA,NA,0,193,52.81,1.188,"F","2024-03-21",4.44,0.0489999999999999,27,1
51113,28924,193,"TY-1O2Y-2309","RSM",NA,0,67161,2024-03-21,2024-03-22,"C-P74-77",NA,"F",45.82,52.81,NA,NA,0,1.188,0,NA,"2024-03-22",956,1,"TY","F",17,3,21,"C",NA,NA,NA,0,195,56.33,1.542,"F","2024-05-22",3.52,0.354,62,2
51114,28924,195,"TY-1O2Y-2309","RSM",NA,0,69466,2024-05-22,2024-05-23,"C-P73.5-75",NA,"F",50.62,56.33,NA,NA,0,1.542,0,NA,"2024-05-24",972,1,"TY","F",17,5,22,"C",NA,NA,NA,0,196,58.64,1.743,"F","2024-06-21",2.31,0.201,30,1
51115,28924,196,"TY-1O2Y-2309","RSM",NA,0,70862,2024-06-21,2024-06-23,"C-P74-76",NA,"F",48.83,58.64,NA,NA,0,1.743,0,NA,"2024-06-24",980,1,"TY","F",17,6,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51116,28925,187,"TY-2P7R-2309","RSM",NA,0,62939,2023-09-21,2023-09-22,"C-P75-79",NA,"I",26.66,30.88,NA,NA,0,0.229,0,"IP","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51117,28926,187,"TY-7Y8B-2309","SM",NA,0,62940,2023-09-21,2023-09-22,"C-P75-79",NA,"I",27.71,32.87,NA,NA,0,0.277,0,"IP","2023-09-22",907,1,"TY","I",16,9,21,"C",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51118,28927,187,"TY-3P9B-2309","SM",NA,0,62941,2023-09-21,2023-09-22,"C-P68-69",NA,"F",46.01,52.4,NA,NA,0,1.274,0,"IP","2023-09-22",907,1,"TY","F",16,9,21,"C",NA,NA,NA,1,188,52.83,1.323,"F","2023-10-21",0.43,0.0489999999999999,30,1
51119,28927,188,"TY-3P9B-2309","SM",NA,0,63883,2023-10-21,2023-10-22,"C-N65-67",NA,"F",46.34,52.83,NA,NA,0,1.323,0,NA,"2023-10-22",915,1,"TY","F",16,10,21,"C",NA,NA,NA,0,190,56.33,1.632,"F","2023-12-22",3.5,0.309,62,2
51120,28927,190,"TY-3P9B-2309","SM",NA,0,65331,2023-12-22,2023-12-23,"C-N65-67",NA,"F",49.33,56.33,NA,NA,0,1.632,0,NA,"2023-12-23",932,1,"TY","F",16,12,22,"C",NA,NA,NA,0,193,56.21,1.932,"F","2024-03-21",-0.119999999999997,0.3,90,3
51121,28927,193,"TY-3P9B-2309","SM",NA,0,67188,2024-03-21,2024-03-22,"C-R67-71",NA,"F",50.67,56.21,NA,NA,0,1.932,0,NA,"2024-03-22",956,1,"TY","F",17,3,21,"C",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51122,28929,187,"TY-2P5O-2309","SM",NA,0,62943,2023-09-21,2023-09-22,"C-P47-53",NA,"M",32.26,38.65,NA,NA,0,0.521,0,"IP","2023-09-22",907,1,"TY","M",16,9,21,"C",NA,NA,NA,1,190,44.56,0.777,"M","2023-12-22",5.91,0.256,92,3
51123,28929,190,"TY-2P5O-2309","SM",NA,0,65317,2023-12-22,2023-12-23,"C-P49-52",NA,"M",37.11,44.56,NA,NA,0,0.777,0,NA,"2023-12-23",932,1,"TY","M",16,12,22,"C",NA,NA,NA,0,191,43.35,0.747,"M","2024-01-22",-1.21,-0.03,31,1
